location,datetime,avg_pm25
New Delhi-8118,2025-04-11T04:30:00.000Z,64.0
New Delhi-8118,2025-04-11T03:30:00.000Z,49.0
New Delhi-8118,2025-04-11T02:30:00.000Z,44.0
