location,datetime,avg_pm25
New Delhi-8118,2025-04-21T05:30:00.000Z,77.0
New Delhi-8118,2025-04-21T03:30:00.000Z,108.0
New Delhi-8118,2025-04-21T04:30:00.000Z,85.0
