location,datetime,avg_pm25
New Delhi-8118,2025-04-10T09:30:00.000Z,71.0
New Delhi-8118,2025-04-10T07:30:00.000Z,58.0
New Delhi-8118,2025-04-10T08:30:00.000Z,65.0
