location,datetime,avg_pm25
New Delhi-8118,2025-04-16T00:30:00.000Z,74.0
New Delhi-8118,2025-04-15T22:30:00.000Z,71.0
New Delhi-8118,2025-04-15T23:30:00.000Z,69.0
