location,datetime,avg_pm25
New Delhi-8118,2025-04-22T23:30:00.000Z,59.0
New Delhi-8118,2025-04-22T22:30:00.000Z,59.0
New Delhi-8118,2025-04-22T21:30:00.000Z,62.0
