location,datetime,avg_pm25
New Delhi-8118,2025-04-10T10:30:00.000Z,58.0
New Delhi-8118,2025-04-10T11:30:00.000Z,56.0
New Delhi-8118,2025-04-10T13:30:00.000Z,63.0
