location,datetime,avg_pm25
New Delhi-8118,2025-04-16T19:30:00.000Z,80.0
New Delhi-8118,2025-04-16T20:30:00.000Z,76.0
New Delhi-8118,2025-04-16T18:30:00.000Z,70.0
