location,datetime,avg_pm25
New Delhi-8118,2025-04-09T21:30:00.000Z,78.0
New Delhi-8118,2025-04-09T19:30:00.000Z,76.0
New Delhi-8118,2025-04-09T20:30:00.000Z,84.0
