location,datetime,avg_pm25
New Delhi-8118,2025-04-23T07:30:00.000Z,51.0
New Delhi-8118,2025-04-23T09:30:00.000Z,54.0
New Delhi-8118,2025-04-23T08:30:00.000Z,44.0
