location,datetime,avg_pm25
New Delhi-8118,2025-04-14T12:30:00.000Z,28.0
New Delhi-8118,2025-04-14T10:30:00.000Z,31.0
New Delhi-8118,2025-04-14T11:30:00.000Z,24.0
